ensembl_gene_id	hsapiens_homolog_associated_gene_name
12597	ENSRNOG00000061239	RNU6-888P
12598	ENSRNOG00000061239	RNU6-387P
12599	ENSRNOG00000061239	RNU6-600P
12600	ENSRNOG00000025145	RMDN1
12601	ENSRNOG00000057193	RN7SKP11
12602	ENSRNOG00000049303	MARCO
12603	ENSRNOG00000005191	TRIM44
12604	ENSRNOG00000001428	ALKBH4
12605	ENSRNOG00000019684	FAM173A
12606	ENSRNOG00000055142	ECT2L
12607	ENSRNOG00000057835	RF02271
12608	ENSRNOG00000015052	STAR
12609	ENSRNOG00000005825	LYZ
12610	ENSRNOG00000001888	ARVCF
12611	ENSRNOG00000040303	CEBPZOS
12612	ENSRNOG00000004456	CLHC1
12613	ENSRNOG00000059065	RNU1-105P
12614	ENSRNOG00000051703	RN7SL77P
12615	ENSRNOG00000004402	LPGAT1
12616	ENSRNOG00000047233	LYG1
12617	ENSRNOG00000039955	SAMD3
12618	ENSRNOG00000046515	ST6GAL2
12619	ENSRNOG00000047392	OR2T4
12620	ENSRNOG00000047392	OR2T5
12621	ENSRNOG00000047392	OR2T29
12622	ENSRNOG00000045621	AL021546.1
12623	ENSRNOG00000045621	GATC
12624	ENSRNOG00000049259	ZNF845
12625	ENSRNOG00000030314	GOLGB1
12626	ENSRNOG00000007405	KRBA1
12627	ENSRNOG00000024957	DNALI1
12628	ENSRNOG00000025324	SPIRE1
12629	ENSRNOG00000001287	GPER1
12630	ENSRNOG00000060946	CASK
12631	ENSRNOG00000019110	OCSTAMP
12632	ENSRNOG00000047618	KATNAL1
12633	ENSRNOG00000027988	ZHX3
12634	ENSRNOG00000016343	DKK3
12635	ENSRNOG00000008616	UBR3
12636	ENSRNOG00000011382	WDR33
12637	ENSRNOG00000015679	DOK4
12638	ENSRNOG00000019181	SYNPO
12639	ENSRNOG00000010980	PROSER1
12640	ENSRNOG00000053311	GLE1
12641	ENSRNOG00000042692	SLC17A1
12642	ENSRNOG00000029644	CLEC2L
12643	ENSRNOG00000024899	CXCL13
12644	ENSRNOG00000019596	SMG9
12645	ENSRNOG00000007443	JAG1
12646	ENSRNOG00000009664	ANKRD42
12647	ENSRNOG00000010650	PLEKHH1
12648	ENSRNOG00000002046	CD200R1
12649	ENSRNOG00000002046	CD200R1L
12650	ENSRNOG00000019194	PITX3
12651	ENSRNOG00000004292	SPTSSA
12652	ENSRNOG00000030983	B3GALT5
12653	ENSRNOG00000038437	HMGB1
12654	ENSRNOG00000006030	PTPRZ1
12655	ENSRNOG00000014405	APRT
12656	ENSRNOG00000019599	OR10A5
12657	ENSRNOG00000019599	OR10A2
12658	ENSRNOG00000013287	SALL2
12659	ENSRNOG00000012311	SLC35D3
12660	ENSRNOG00000021399	C21orf59-TCP10L
12661	ENSRNOG00000021399	CFAP298
12662	ENSRNOG00000049297	CCDC179
12663	ENSRNOG00000038106	MAP1LC3B2
12664	ENSRNOG00000038106	MAP1LC3B
12665	ENSRNOG00000039057	KLF8
12666	ENSRNOG00000024346	PLET1
12667	ENSRNOG00000042897	NMRK2
12668	ENSRNOG00000058580	PAIP1
12669	ENSRNOG00000003553	EFEMP1
12670	ENSRNOG00000000653	NR5A2
12671	ENSRNOG00000050552	SNAP23
12672	ENSRNOG00000006622	CRY1
12673	ENSRNOG00000058157	LDLRAD3
12674	ENSRNOG00000018229	SLC45A1
12675	ENSRNOG00000001466	AL583836.1
12676	ENSRNOG00000001466	CYP2C18
12677	ENSRNOG00000020392	STXBP3
12678	ENSRNOG00000008706	TBX3
12679	ENSRNOG00000004940	RNF215
12680	ENSRNOG00000010278	IL6
12681	ENSRNOG00000061058	CSDE1
12682	ENSRNOG00000011394	KIF3C
12683	ENSRNOG00000000466	HSD17B8
12684	ENSRNOG00000047186	MYOT
12685	ENSRNOG00000051344	PSME3
12686	ENSRNOG00000043414	FCRL5
12687	ENSRNOG00000018673	SEC22B
12688	ENSRNOG00000037919	CHIC1
12689	ENSRNOG00000020542	KRTCAP2
12690	ENSRNOG00000014811	CYHR1
12691	ENSRNOG00000021010	ARL2-SNX15
12692	ENSRNOG00000021010	ARL2
12693	ENSRNOG00000020539	MUC1
12694	ENSRNOG00000000851	BAG6
12695	ENSRNOG00000051150	CNTD1
12696	ENSRNOG00000026740	C13orf46
12697	ENSRNOG00000022323	TCEA1
12698	ENSRNOG00000009154	HMX1
12699	ENSRNOG00000021133	LSM14A
12700	ENSRNOG00000003882	CEP350
12701	ENSRNOG00000047035	FADD
12702	ENSRNOG00000029756	P2RY13
12703	ENSRNOG00000004500	MYC
12704	ENSRNOG00000043390	SAMD12
12705	ENSRNOG00000001135	WSB2
12706	ENSRNOG00000020027	ARHGEF2
12707	ENSRNOG00000019486	TRPV1
12708	ENSRNOG00000002598	HNF1B
12709	ENSRNOG00000011508	ZC3H12B
12710	ENSRNOG00000009779	KRT8
12711	ENSRNOG00000030119	CNGA2
12712	ENSRNOG00000007489	ZFP41
12713	ENSRNOG00000007489	AC138696.1
12714	ENSRNOG00000010330	MARK3
12715	ENSRNOG00000019933	UBQLN4
12716	ENSRNOG00000003550	ACBD6
12717	ENSRNOG00000019338	DLL3
12718	ENSRNOG00000011425	PTPN3
12719	ENSRNOG00000020332	TNNT3
12720	ENSRNOG00000023640	RAB25
12721	ENSRNOG00000000983	ZNF394
12722	ENSRNOG00000001992	ATP6V1A
12723	ENSRNOG00000005934	MLIP
12724	ENSRNOG00000003689	NONO
12725	ENSRNOG00000012681	LGALS16
12726	ENSRNOG00000012681	LGALS13
12727	ENSRNOG00000012681	LGALS14
12728	ENSRNOG00000018858	MYCT1
12729	ENSRNOG00000038406	TMEM132B
12730	ENSRNOG00000023593	UPF2
12731	ENSRNOG00000014097	PSMD7
12732	ENSRNOG00000019638	LMNA
12733	ENSRNOG00000028996	KRT1
12734	ENSRNOG00000002069	SLC35A5
12735	ENSRNOG00000050420	KRT5
12736	ENSRNOG00000060168	PRKY
12737	ENSRNOG00000060168	PRKX
12738	ENSRNOG00000011142	CYB5B
12739	ENSRNOG00000013829	CHRNA3
12740	ENSRNOG00000019737	SEMA4A
12741	ENSRNOG00000015354	AOX1
12742	ENSRNOG00000052721	KDM6A
12743	ENSRNOG00000000840	ATP6V1G2-DDX39B
12744	ENSRNOG00000000840	ATP6V1G2
12745	ENSRNOG00000000969	CYP3A43
12746	ENSRNOG00000000969	CYP3A5
12747	ENSRNOG00000000969	CYP3A4
12748	ENSRNOG00000000969	CYP3A7-CYP3A51P
12749	ENSRNOG00000000969	CYP3A7
12750	ENSRNOG00000015794	FAM83D
12751	ENSRNOG00000004133	SLC7A3
12752	ENSRNOG00000010436	ZBTB17
12753	ENSRNOG00000024766	ADGRF3
12754	ENSRNOG00000016147	SLC17A6
12755	ENSRNOG00000045654	HSPA1B
12756	ENSRNOG00000045654	HSPA1A
12757	ENSRNOG00000019578	RPS16
12758	ENSRNOG00000010780	DLC1
12759	ENSRNOG00000015633	CUL3
12760	ENSRNOG00000011791	ZFAND4
12761	ENSRNOG00000002141	CD200
12762	ENSRNOG00000026059	PAQR6
12763	ENSRNOG00000002781	KDSR
12764	ENSRNOG00000021614	KMT2E
12765	ENSRNOG00000058393	TAF15
12766	ENSRNOG00000046350	SLPI
12767	ENSRNOG00000034110	KRTAP4-3
12768	ENSRNOG00000048256	FAM160A1
12769	ENSRNOG00000001059	USP42
12770	ENSRNOG00000012274	RSC1A1
12771	ENSRNOG00000001065	CYTH3
12772	ENSRNOG00000045941	SUSD6
12773	ENSRNOG00000043151	CNTLN
12774	ENSRNOG00000000455	TAP2
12775	ENSRNOG00000000455	AL669918.1
12776	ENSRNOG00000058068	OBSCN
12777	ENSRNOG00000000826	FLOT1
12778	ENSRNOG00000029508	SLPI
12779	ENSRNOG00000061782	TSPYL2
12780	ENSRNOG00000010819	HSPA4L
12781	ENSRNOG00000015921	ESCO2
12782	ENSRNOG00000002161	TLR6
12783	ENSRNOG00000000931	SFSWAP
12784	ENSRNOG00000049280	SLPI
12785	ENSRNOG00000012726	ZBTB5
12786	ENSRNOG00000021507	LUZP2
12787	ENSRNOG00000060599	GABRB3
12788	ENSRNOG00000000774	GABBR1
12789	ENSRNOG00000010803	GABRA5
12790	ENSRNOG00000014862	GABRG3
12791	ENSRNOG00000062306	CYP4F8
12792	ENSRNOG00000012993	KRTAP4-7
12793	ENSRNOG00000012993	KRTAP4-12
12794	ENSRNOG00000012993	KRTAP4-6
12795	ENSRNOG00000042496	CYP4F8
12796	ENSRNOG00000060793	EIF2S3B
12797	ENSRNOG00000026803	KRTAP4-7
12798	ENSRNOG00000026803	KRTAP4-12
12799	ENSRNOG00000026803	KRTAP4-6
12800	ENSRNOG00000030477	KRTAP4-7
12801	ENSRNOG00000030477	KRTAP4-12
12802	ENSRNOG00000030477	KRTAP4-6
12803	ENSRNOG00000058973	ATAD2B
12804	ENSRNOG00000019607	BGLAP
12805	ENSRNOG00000000454	HLA-DOB
12806	ENSRNOG00000037100	HEATR9
12807	ENSRNOG00000000837	TNF
12808	ENSRNOG00000000836	LTB
12809	ENSRNOG00000047966	HSPA1L
12810	ENSRNOG00000000841	DDX39B
12811	ENSRNOG00000015418	KLHL14
12812	ENSRNOG00000043465	ARC
12813	ENSRNOG00000050647	HSPA1B
12814	ENSRNOG00000050647	HSPA1A
12815	ENSRNOG00000046699	SLPI
12816	ENSRNOG00000048725	LSM2
12817	ENSRNOG00000034254	ACTB
12818	ENSRNOG00000054973	SNORA65
12819	ENSRNOG00000013850	HES5
12820	ENSRNOG00000059819	RNU11-5P
12821	ENSRNOG00000059819	RNU11-2P
12822	ENSRNOG00000059819	RNU11-6P
12823	ENSRNOG00000059819	RNU11-4P
12824	ENSRNOG00000055896	RNU6-1294P
12825	ENSRNOG00000036498	MIR431
12826	ENSRNOG00000039574	SPATA31A3
12827	ENSRNOG00000039574	SPATA31A6
12828	ENSRNOG00000039574	SPATA31A7
12829	ENSRNOG00000039574	SPATA31A1
12830	ENSRNOG00000039574	SPATA31E1
12831	ENSRNOG00000039574	SPATA31A5
12832	ENSRNOG00000009639	ZRSR2
12833	ENSRNOG00000058589	MT-ND4L
12834	ENSRNOG00000059470	RN7SKP266
12835	ENSRNOG00000014672	HS3ST6
12836	ENSRNOG00000053621	RF01299
12837	ENSRNOG00000053621	SNORD2
12838	ENSRNOG00000056455	SNORA16A
12839	ENSRNOG00000056455	RF00190
12840	ENSRNOG00000058145	RN7SKP94
12841	ENSRNOG00000014685	NLRP6
12842	ENSRNOG00000059826	RNU6-1135P
12843	ENSRNOG00000050763	KLRG1
12844	ENSRNOG00000056200	SNORD12C
12845	ENSRNOG00000055502	RNU1-73P
12846	ENSRNOG00000056319	RNU6-580P
12847	ENSRNOG00000057704	RNU6ATAC15P
12848	ENSRNOG00000058380	RNU6-431P
12849	ENSRNOG00000057770	SNORD111B
12850	ENSRNOG00000059722	RF00002
12851	ENSRNOG00000055359	RF00554
12852	ENSRNOG00000053951	RNU6-290P
12853	ENSRNOG00000000902	HSPH1
12854	ENSRNOG00000051542	RF00407
12855	ENSRNOG00000056824	RN7SKP31
12856	ENSRNOG00000056824	RN7SKP238
12857	ENSRNOG00000056824	RN7SKP24
12858	ENSRNOG00000013647	POLM
12859	ENSRNOG00000008372	VAMP7
12860	ENSRNOG00000004608	PAM16
12861	ENSRNOG00000023154	DEFB118
12862	ENSRNOG00000020488	LUC7L
12863	ENSRNOG00000029490	ZNF768
12864	ENSRNOG00000036670	TEX19
12865	ENSRNOG00000017912	ATP2A3
12866	ENSRNOG00000038165	PJVK
12867	ENSRNOG00000057221	SCN3B
12868	ENSRNOG00000056281	HIST1H3C
12869	ENSRNOG00000032039	ATP9B
12870	ENSRNOG00000003723	WDR26
12871	ENSRNOG00000029465	SLC26A10
12872	ENSRNOG00000049876	PRKAR1A
12873	ENSRNOG00000037852	PIRT
12874	ENSRNOG00000018993	ILK
12875	ENSRNOG00000017914	CAVIN3
12876	ENSRNOG00000013416	ARID3C
12877	ENSRNOG00000024438	BSX
12878	ENSRNOG00000005114	TMEM74
12879	ENSRNOG00000017839	ERCC1
12880	ENSRNOG00000003682	HOOK2
12881	ENSRNOG00000007918	TBXAS1
12882	ENSRNOG00000032916	PRSS2
12883	ENSRNOG00000032916	PRSS1
12884	ENSRNOG00000032916	PRSS3
12885	ENSRNOG00000008824	VAX1
12886	ENSRNOG00000018375	EIF2B3
12887	ENSRNOG00000003705	BMX
12888	ENSRNOG00000014000	KIF2A
12889	ENSRNOG00000002092	HUNK
12890	ENSRNOG00000001055	RILPL1
12891	ENSRNOG00000030930	SAMSN1
12892	ENSRNOG00000053574	TARBP1
12893	ENSRNOG00000018561	PPRC1
12894	ENSRNOG00000002247	NUP54
12895	ENSRNOG00000010410	SERPINA3
12896	ENSRNOG00000009902	LRRC46
12897	ENSRNOG00000007231	SPAM1
12898	ENSRNOG00000005292	TRIP11
12899	ENSRNOG00000055205	RNU2-34P
12900	ENSRNOG00000011108	TSGA13
12901	ENSRNOG00000053870	RNU2-49P
12902	ENSRNOG00000053870	RNU2-5P
12903	ENSRNOG00000055457	RNU6-119P
12904	ENSRNOG00000059531	RNU6-1309P
12905	ENSRNOG00000059531	RNU6-238P
12906	ENSRNOG00000060560	RNU6ATAC23P
12907	ENSRNOG00000020822	ATP8B2
12908	ENSRNOG00000000411	NUS1
12909	ENSRNOG00000058713	RNU6-695P
12910	ENSRNOG00000019552	LSM7
12911	ENSRNOG00000058317	PNCK
12912	ENSRNOG00000021261	RASSF2
12913	ENSRNOG00000043306	NXF5
12914	ENSRNOG00000043306	NXF2
12915	ENSRNOG00000043306	NXF2B
12916	ENSRNOG00000050473	RPS27L
12917	ENSRNOG00000002484	CHRNA9
12918	ENSRNOG00000025365	IDO2
12919	ENSRNOG00000017051	TMEM110-MUSTN1
12920	ENSRNOG00000017051	STIMATE
12921	ENSRNOG00000019963	SPATS1
12922	ENSRNOG00000046199	VN1R5
12923	ENSRNOG00000021831	KCNRG
12924	ENSRNOG00000011016	SLC7A2
12925	ENSRNOG00000061789	TRAV12-3
12926	ENSRNOG00000061789	TRAV12-1
12927	ENSRNOG00000061789	TRAV12-2
12928	ENSRNOG00000049244	SEPSECS
12929	ENSRNOG00000060891	RNU1-72P
12930	ENSRNOG00000033441	LIPI
12931	ENSRNOG00000003302	FLCN
12932	ENSRNOG00000050646	FEM1A
12933	ENSRNOG00000015306	SLC9A4
12934	ENSRNOG00000021170	PLEKHO1
12935	ENSRNOG00000002714	METTL22
12936	ENSRNOG00000011659	ALPK3
12937	ENSRNOG00000009681	FLOT2
12938	ENSRNOG00000019811	TIMM23B
12939	ENSRNOG00000019811	TIMM23
12940	ENSRNOG00000035576	MIR27B
12941	ENSRNOG00000049445	KLK15
12942	ENSRNOG00000035583	MIR208A
12943	ENSRNOG00000060919	SNORD72
12944	ENSRNOG00000008196	PARP12
12945	ENSRNOG00000056584	RNU6-721P
12946	ENSRNOG00000056584	RNU6-1210P
12947	ENSRNOG00000056584	RNU6-1293P
12948	ENSRNOG00000056584	RNU6-614P
12949	ENSRNOG00000056584	RF00026
12950	ENSRNOG00000056584	RNU6-666P
12951	ENSRNOG00000056584	RNU6-978P
12952	ENSRNOG00000056584	RNU6-811P
12953	ENSRNOG00000056584	RNU6-1132P
12954	ENSRNOG00000056584	RNU6-452P
12955	ENSRNOG00000056584	RNU6-458P
12956	ENSRNOG00000056584	RNU6-1207P
12957	ENSRNOG00000056584	RNU6-596P
12958	ENSRNOG00000056584	RNU6-156P
12959	ENSRNOG00000019203	EYA2
12960	ENSRNOG00000059035	RF00554
12961	ENSRNOG00000020423	APC
12962	ENSRNOG00000051513	VN1R5
12963	ENSRNOG00000046448	OR5W2
12964	ENSRNOG00000049256	MIR29B2
12965	ENSRNOG00000054360	TSPAN11
12966	ENSRNOG00000036918	ETFBKMT
12967	ENSRNOG00000052505	RNU2-19P
12968	ENSRNOG00000032441	PAN2
12969	ENSRNOG00000045680	CEND1
12970	ENSRNOG00000030389	LRRC30
12971	ENSRNOG00000019718	GALNT15
12972	ENSRNOG00000005975	RPL30
12973	ENSRNOG00000004865	PKD1L1
12974	ENSRNOG00000058983	GATA5
12975	ENSRNOG00000010658	CTH
12976	ENSRNOG00000026928	PGK1
12977	ENSRNOG00000050198	GZMB
12978	ENSRNOG00000056617	ZSWIM8
12979	ENSRNOG00000032728	CSTA
12980	ENSRNOG00000014272	RPL35
12981	ENSRNOG00000011114	TBPL1
12982	ENSRNOG00000012772	NQO1
12983	ENSRNOG00000016731	TPM2
12984	ENSRNOG00000023434	LRTOMT
12985	ENSRNOG00000023434	AP000812.4
12986	ENSRNOG00000057692	TES
12987	ENSRNOG00000050586	CSTA
12988	ENSRNOG00000057786	RF02271
12989	ENSRNOG00000019325	RNF185
12990	ENSRNOG00000014254	CPT1A
12991	ENSRNOG00000006197	CALU
12992	ENSRNOG00000013410	SPINK1
12993	ENSRNOG00000009332	REC114
12994	ENSRNOG00000030330	PCDH11Y
12995	ENSRNOG00000030330	PCDH11X
12996	ENSRNOG00000027976	IL22RA1
12997	ENSRNOG00000021732	HSF1
12998	ENSRNOG00000028250	LAX1
12999	ENSRNOG00000032964	RPL37A
13000	ENSRNOG00000020179	NT5C2
13001	ENSRNOG00000037982	TMEM236
13002	ENSRNOG00000000808	HSF2
13003	ENSRNOG00000023812	RAVER2
13004	ENSRNOG00000011599	GLDC
13005	ENSRNOG00000020700	RNASEH2C
13006	ENSRNOG00000051485	TRAV18
13007	ENSRNOG00000010045	CLEC4C
13008	ENSRNOG00000011991	SLC10A7
13009	ENSRNOG00000012278	FGF10
13010	ENSRNOG00000030904	CPB1
13011	ENSRNOG00000055949	SNORD105B
13012	ENSRNOG00000003521	OR6K3
13013	ENSRNOG00000012427	VEPH1
13014	ENSRNOG00000028155	DNAAF2
13015	ENSRNOG00000033901	TTLL2
13016	ENSRNOG00000046792	OR2T33
13017	ENSRNOG00000046792	OR2T12
13018	ENSRNOG00000046792	OR2T8
13019	ENSRNOG00000056694	ZNF100
13020	ENSRNOG00000056694	ZNF98
13021	ENSRNOG00000056694	AC092329.3
13022	ENSRNOG00000056694	ZNF730
13023	ENSRNOG00000056694	ZNF431
13024	ENSRNOG00000056694	ZNF253
13025	ENSRNOG00000056694	ZNF273
13026	ENSRNOG00000056694	ZNF66
13027	ENSRNOG00000056694	ZNF430
13028	ENSRNOG00000056694	ZNF723
13029	ENSRNOG00000010513	TFPI2
13030	ENSRNOG00000015953	OAZ2
13031	ENSRNOG00000008652	PHIP
13032	ENSRNOG00000052979	RAB17
13033	ENSRNOG00000000184	TMPRSS6
13034	ENSRNOG00000031097	SYCE1L
13035	ENSRNOG00000043383	C11orf88
13036	ENSRNOG00000008118	SYNC
13037	ENSRNOG00000009244	ABHD4
13038	ENSRNOG00000013689	VPS18
13039	ENSRNOG00000046231	CACNA1S
13040	ENSRNOG00000023258	NFKB1
13041	ENSRNOG00000015472	TMEM174
13042	ENSRNOG00000049083	AC104452.1
13043	ENSRNOG00000049083	NICN1
13044	ENSRNOG00000003895	RGS1
13045	ENSRNOG00000030242	RPS28
13046	ENSRNOG00000055159	OR8K3
13047	ENSRNOG00000024207	FGFRL1
13048	ENSRNOG00000020918	CCND1
13049	ENSRNOG00000021323	CA13
13050	ENSRNOG00000005645	TAS2R7
13051	ENSRNOG00000054959	MMP11
13052	ENSRNOG00000016266	MPHOSPH10
13053	ENSRNOG00000003897	COL1A1
13054	ENSRNOG00000010021	ISY1-RAB43
13055	ENSRNOG00000010021	ISY1
13056	ENSRNOG00000010342	ZFAND1
13057	ENSRNOG00000010150	STRBP
13058	ENSRNOG00000017079	PGM2L1
13059	ENSRNOG00000051569	KCNN2
13060	ENSRNOG00000050467	OR5AL1
13061	ENSRNOG00000058593	ZBTB1
13062	ENSRNOG00000008529	FOXS1
13063	ENSRNOG00000021295	RAE1
13064	ENSRNOG00000039265	PSMG4
13065	ENSRNOG00000060206	ZNF592
13066	ENSRNOG00000051594	SLFN12
13067	ENSRNOG00000051594	SLFN12L
13068	ENSRNOG00000021118	NOMO3
13069	ENSRNOG00000021118	NOMO2
13070	ENSRNOG00000021118	NOMO1
13071	ENSRNOG00000012329	SARAF
13072	ENSRNOG00000032585	HSPA8
13073	ENSRNOG00000057281	RNU6-282P
13074	ENSRNOG00000057281	RNU6-618P
13075	ENSRNOG00000015514	BCAT1
13076	ENSRNOG00000000716	HTR1F
13077	ENSRNOG00000035649	MIR92A1
13078	ENSRNOG00000010905	DLX5
13079	ENSRNOG00000059360	RNU1-70P
13080	ENSRNOG00000058947	RN7SKP17
13081	ENSRNOG00000001056	SNAPC2
13082	ENSRNOG00000030187	MMP12
13083	ENSRNOG00000004061	PNN
13084	ENSRNOG00000031643	DCHS1
13085	ENSRNOG00000004581	ZDHHC9
13086	ENSRNOG00000039859	DNMT1
13087	ENSRNOG00000000824	Z84488.2
13088	ENSRNOG00000000824	DSE
13089	ENSRNOG00000060749	GPX6
13090	ENSRNOG00000021705	ZNF664
13091	ENSRNOG00000004484	COMMD5
13092	ENSRNOG00000005695	MGP
13093	ENSRNOG00000001333	AZGP1
13094	ENSRNOG00000014436	PPIP5K1
13095	ENSRNOG00000019068	CTRB1
13096	ENSRNOG00000019068	CTRB2
13097	ENSRNOG00000054999	HILPDA
13098	ENSRNOG00000036585	CFAP43
13099	ENSRNOG00000026053	GREM1
13100	ENSRNOG00000005345	VSNL1
13101	ENSRNOG00000019305	SH3TC2
13102	ENSRNOG00000039464	TMEM229A
13103	ENSRNOG00000059814	SNORA16A
13104	ENSRNOG00000059814	RF00190
13105	ENSRNOG00000015518	RBP4
13106	ENSRNOG00000019710	TM9SF1
13107	ENSRNOG00000019710	AL136295.4
13108	ENSRNOG00000019710	AL136295.1
13109	ENSRNOG00000005727	GALNT3
13110	ENSRNOG00000049229	POMP
13111	ENSRNOG00000051854	ENPEP
13112	ENSRNOG00000005042	RANBP17
13113	ENSRNOG00000013061	TUSC3
13114	ENSRNOG00000031453	MANBAL
13115	ENSRNOG00000048509	UBXN6
13116	ENSRNOG00000057109	SNORA2C
13117	ENSRNOG00000057454	CLDN25
13118	ENSRNOG00000030633	LMF2
13119	ENSRNOG00000006888	GCFC2
13120	ENSRNOG00000000246	AMZ2
13121	ENSRNOG00000018662	AMACR
13122	ENSRNOG00000045897	DEFB108B
13123	ENSRNOG00000045897	DEFB104B
13124	ENSRNOG00000045897	DEFB104A
13125	ENSRNOG00000045897	DEFB132
13126	ENSRNOG00000021025	PPP2R5B
13127	ENSRNOG00000021263	TMEM230
13128	ENSRNOG00000059519	BBOX1
13129	ENSRNOG00000047738	OR10G2
13130	ENSRNOG00000013774	LMNB1
13131	ENSRNOG00000016866	FHL2
13132	ENSRNOG00000021166	ECM1
13133	ENSRNOG00000042747	FAM72C
13134	ENSRNOG00000042747	FAM72D
13135	ENSRNOG00000042747	FAM72B
13136	ENSRNOG00000042747	FAM72A
13137	ENSRNOG00000016619	USE1
13138	ENSRNOG00000047507	NAT8
13139	ENSRNOG00000047507	NAT8B
13140	ENSRNOG00000021718	CSPP1
13141	ENSRNOG00000052887	DNAJC6
13142	ENSRNOG00000009832	SLC39A14
13143	ENSRNOG00000036796	CFAP97D1
13144	ENSRNOG00000002862	CLCN5
13145	ENSRNOG00000016696	ANGPT2
13146	ENSRNOG00000016420	SERPINB6
13147	ENSRNOG00000058140	RNU6-701P
13148	ENSRNOG00000005857	LRRC3B
13149	ENSRNOG00000021096	TMEM143
13150	ENSRNOG00000008565	NKIRAS1
13151	ENSRNOG00000015450	PPP1R16A
13152	ENSRNOG00000033722	RNF207
13153	ENSRNOG00000016807	OAT
13154	ENSRNOG00000005602	MTHFD1
13155	ENSRNOG00000048608	RSL1D1
13156	ENSRNOG00000054324	SNORD55
13157	ENSRNOG00000013547	SLC6A12
13158	ENSRNOG00000010435	NUPL2
13159	ENSRNOG00000000541	GLO1
13160	ENSRNOG00000035648	MIR211
13161	ENSRNOG00000018369	PRX
13162	ENSRNOG00000036649	PWWP2B
13163	ENSRNOG00000002501	DDX3X
13164	ENSRNOG00000004932	SEL1L3
13165	ENSRNOG00000042251	CD300LF
13166	ENSRNOG00000046538	KRTAP4-5
13167	ENSRNOG00000046538	KRTAP10-6
13168	ENSRNOG00000046538	KRTAP10-9
13169	ENSRNOG00000046538	KRTAP9-1
13170	ENSRNOG00000046538	KRTAP10-11
13171	ENSRNOG00000046538	KRTAP10-4
13172	ENSRNOG00000018951	COL4A5
13173	ENSRNOG00000024506	C9orf43
13174	ENSRNOG00000014235	AL121845.3
13175	ENSRNOG00000014235	ZGPAT
13176	ENSRNOG00000015945	CD3G
13177	ENSRNOG00000004712	ANGPTL1
13178	ENSRNOG00000015491	RCL1
13179	ENSRNOG00000059354	RN7SKP248
13180	ENSRNOG00000011369	KCNS2
13181	ENSRNOG00000007732	SLC35C1
13182	ENSRNOG00000001369	OAS1
13183	ENSRNOG00000027894	IQGAP3
13184	ENSRNOG00000049204	OR51Q1
13185	ENSRNOG00000034258	XIRP2
13186	ENSRNOG00000035618	MIR345
13187	ENSRNOG00000017872	ALDH3B1
13188	ENSRNOG00000010625	DNMT3B
13189	ENSRNOG00000051644	RF00554
13190	ENSRNOG00000015914	U2AF2
13191	ENSRNOG00000009824	IRF2
13192	ENSRNOG00000005641	FBXL4
13193	ENSRNOG00000014951	MESP1
13194	ENSRNOG00000011648	AC004691.2
13195	ENSRNOG00000011648	AQP1
13196	ENSRNOG00000014010	GFRA2
13197	ENSRNOG00000003844	DHX15
13198	ENSRNOG00000026636	URM1
13199	ENSRNOG00000030629	CAMKMT
13200	ENSRNOG00000003264	NAT9
13201	ENSRNOG00000012406	PCBP4
13202	ENSRNOG00000006984	MAPK11
13203	ENSRNOG00000004640	MTFP1
13204	ENSRNOG00000018491	CHCHD5
13205	ENSRNOG00000033560	POLR3C
13206	ENSRNOG00000011387	TET3
13207	ENSRNOG00000019743	TMEM63B
13208	ENSRNOG00000053620	VGF
13209	ENSRNOG00000034089	TTC21A
13210	ENSRNOG00000022975	NFAM1
13211	ENSRNOG00000058748	OR4C15
13212	ENSRNOG00000043060	DNAJC4
13213	ENSRNOG00000021552	UPRT
13214	ENSRNOG00000055446	AMFR
13215	ENSRNOG00000026548	DHRS7C
13216	ENSRNOG00000003715	SRPX2
13217	ENSRNOG00000017881	TAS2R41
13218	ENSRNOG00000029881	CD209
13219	ENSRNOG00000003834	MAP2K4
13220	ENSRNOG00000010183	GASK1B
13221	ENSRNOG00000007504	ACTR10
13222	ENSRNOG00000026040	PRSS53
13223	ENSRNOG00000018506	OR52K1
13224	ENSRNOG00000019388	EGFL7
13225	ENSRNOG00000022483	TRIM50
13226	ENSRNOG00000000975	MCOLN1
13227	ENSRNOG00000021024	PI4KB
13228	ENSRNOG00000052968	HNRNPA3
13229	ENSRNOG00000006462	ERO1A
13230	ENSRNOG00000001593	LNPK
13231	ENSRNOG00000015878	PIF1
13232	ENSRNOG00000006905	HECTD1
13233	ENSRNOG00000059938	ZNF470
13234	ENSRNOG00000029785	CDC26
13235	ENSRNOG00000036662	WDR45B
13236	ENSRNOG00000005083	RTF2
13237	ENSRNOG00000048894	ZNF569
13238	ENSRNOG00000048270	KNOP1
13239	ENSRNOG00000004918	KCNA4
13240	ENSRNOG00000005900	SLC2A6
13241	ENSRNOG00000061373	LOXL3
13242	ENSRNOG00000038218	NDUFC1
13243	ENSRNOG00000002182	SEPT11
13244	ENSRNOG00000061863	HIST1H1T
13245	ENSRNOG00000002597	HSD17B6
13246	ENSRNOG00000012123	FDX1
13247	ENSRNOG00000019725	ACTR1A
13248	ENSRNOG00000051529	OPN1MW2
13249	ENSRNOG00000051529	OPN1LW
13250	ENSRNOG00000051529	OPN1MW
13251	ENSRNOG00000051529	OPN1MW3
